claim_amount,historical_avg_amount,amount_deviation,claim_amount_zscore,claim_frequency_90d,days_since_last_claim,previous_claim_count,garage_repeat_count,document_mismatch_count,duplicate_indicator,invoice_reuse_indicator,policy_age_days,incident_to_claim_delay_days,is_suspicious
11965.225777992511,12621.197168194949,-655.9713902024378,-0.05466428251686981,0,601,2,0,0,0,0,1565,1,0
15026.352794119077,14813.24346882408,213.1093252949977,0.01775911044124981,0,353,1,0,0,0,0,825,3,0
25015.85344779319,27752.671012099152,-2736.817564305962,-0.22806813035883017,0,443,1,0,0,0,0,882,1,0
32249.36068582088,35287.095419495556,-3037.734733674675,-0.25314456113955625,0,346,0,0,0,0,0,1956,2,0
168299.70810891187,24444.249560363827,143855.45854854805,11.98795487904567,1,69,3,3,1,0,0,144,38,1
144836.84195879905,20334.433394834334,124502.40856396471,10.375200713663725,3,40,7,2,3,0,0,103,28,1
17212.65579857385,19494.13102672754,-2281.4752281536894,-0.1901229356794741,0,606,0,0,0,0,0,1223,6,0
23982.227448263704,23671.535242172202,310.69220609150216,0.025891017174291847,0,635,1,0,0,0,0,1857,1,0
19255.563653420486,21345.411413482365,-2089.847760061879,-0.17415398000515658,0,640,2,0,0,0,0,1807,4,0
11992.867276460733,11306.597431193799,686.2698452669338,0.05718915377224448,0,593,1,0,0,0,0,953,3,0
94569.49928082556,20466.37659996377,74103.1226808618,6.175260223405149,2,72,4,2,3,1,0,241,42,1
17278.45606989902,16365.374144842697,913.0819250563236,0.0760901604213603,0,367,0,0,0,0,0,1939,2,0
14793.808304863365,15639.508075080736,-845.6997702173703,-0.07047498085144753,0,467,1,0,0,0,0,1049,1,0
50843.86585931791,45807.87398973759,5035.991869580321,0.4196659891316934,0,396,0,0,0,0,0,2409,4,0
45072.692578756665,48829.2149795846,-3756.522400827933,-0.3130435334023277,0,432,1,0,0,0,0,1657,3,0
48609.742916221156,53093.97320408946,-4484.230287868304,-0.37368585732235865,1,150,0,0,0,0,0,917,1,0
49283.122609296726,53285.82807189631,-4002.7054625995806,-0.33355878854996507,0,212,1,0,0,0,0,483,4,0
31121.45481619551,29774.08930375267,1347.3655124428406,0.11228045937023672,1,195,0,0,1,0,0,2120,1,0
24710.229822241665,24986.05662147613,-275.8267992344663,-0.022985566602872192,0,352,1,0,0,0,0,900,2,0
26492.80645686549,26275.55004655053,217.25641031496343,0.018104700859580287,0,423,0,0,0,0,0,544,2,0
11070.03827966498,9536.241101178795,1533.7971784861838,0.1278164315405153,0,229,1,0,0,0,0,1323,6,0
14382.088636589056,15376.895997983353,-994.8073613942961,-0.08290061344952468,0,364,0,0,0,0,0,525,2,0
25898.664098810917,29611.724397363618,-3713.0602985527003,-0.30942169154605836,0,768,0,0,0,0,0,1389,1,0
108686.02557503153,22895.357745921094,85790.66782911043,7.149222319092536,2,32,6,0,4,0,0,233,18,1
19233.065627014148,17389.47824458262,1843.5873824315277,0.15363228186929398,0,515,1,0,0,0,0,2144,1,0
23297.30266933372,25697.332404928467,-2400.0297355947478,-0.20000247796622897,0,361,0,0,0,0,0,345,3,0
21132.62704154502,21557.078871123726,-424.45182957870566,-0.03537098579822547,0,574,1,1,0,0,0,2102,1,0
160161.92974598325,28790.96218111844,131370.9675648648,10.947580630405401,1,14,4,1,2,0,1,140,22,1
21022.5052674833,20874.19070146223,148.31456602106846,0.012359547168422372,0,316,0,0,0,0,0,415,3,0
25425.349986167825,28318.29187884394,-2892.9418926761136,-0.2410784910563428,0,434,0,0,0,0,0,1370,1,0
30612.207585698863,28265.850727334207,2346.3568583646556,0.19552973819705463,0,516,1,0,0,0,0,2320,9,0
29469.962782926334,31135.687622917998,-1665.7248399916643,-0.1388104033326387,0,793,0,0,0,0,0,563,6,0
30467.422791871028,29493.39899249023,974.0237993807968,0.08116864994839974,0,717,1,1,0,0,0,2168,1,0
165144.8080468244,14836.225051017933,150308.58299580644,12.525715249650537,3,17,3,1,2,0,0,65,33,1
20140.025464862578,18855.214664604788,1284.81080025779,0.10706756668814918,0,583,1,1,0,0,0,1790,2,0
20765.753000036555,23114.529556825637,-2348.776556789082,-0.1957313797324235,0,586,0,0,0,0,0,395,3,0
22032.89320933323,19881.68447134162,2151.2087379916084,0.17926739483263404,0,756,1,0,0,0,0,2473,5,0
31874.857914765566,28255.57460677176,3619.2833079938064,0.3016069423328172,0,621,0,1,0,0,0,364,3,0
17785.705418885864,18207.6136241308,-421.90820524493756,-0.0351590171037448,0,346,0,0,0,0,0,1810,1,0
24475.224469591893,24898.467624403384,-423.24315481149097,-0.03527026290095758,0,711,0,0,0,0,0,1709,10,0
22147.44012809625,23795.80344009446,-1648.3633119982114,-0.13736360933318428,1,324,1,0,0,0,0,2286,1,0
11959.374656964123,12687.165355904168,-727.7906989400453,-0.06064922491167044,0,120,1,0,0,0,0,2403,4,0
22627.684189825064,21021.595685090128,1606.0885047349366,0.13384070872791137,0,193,0,0,0,0,0,1212,6,0
26183.062041768248,27913.69130853172,-1730.6292667634734,-0.14421910556362277,0,745,0,0,0,0,0,1480,2,0
20890.635202632966,23551.762857263257,-2661.1276546302906,-0.22176063788585756,0,387,3,0,0,0,0,1044,2,0
162609.63447193324,16421.544598505854,146188.08987342738,12.182340822785616,4,57,5,0,4,0,1,233,22,1
12703.398057314102,11028.65417300735,1674.743884306752,0.139561990358896,0,652,1,0,1,0,0,1564,5,0
45711.3633935363,51567.15515374434,-5855.791760208034,-0.4879826466840029,0,603,1,0,0,0,0,2231,3,0
23665.78603035825,23380.535904361255,285.25012599699403,0.023770843833082835,1,196,0,0,0,0,0,1983,2,0
40076.02409981274,43749.02911463816,-3673.005014825416,-0.30608375123545134,1,340,1,0,0,0,0,942,1,0
10320.569526257703,9588.550986877946,732.0185393797565,0.06100154494831304,0,613,1,0,0,0,0,790,4,0
23870.92950032041,25034.614921461733,-1163.6854211413229,-0.09697378509511025,0,223,2,0,0,0,0,2305,2,0
74506.04409121981,27828.40896110588,46677.63513011393,3.889802927509494,1,5,4,1,3,1,1,168,15,1
6455.449189538412,6498.197634611027,-42.74844507261514,-0.0035623704227179284,1,758,1,0,0,0,0,835,9,0
23493.716404184426,24415.29265690427,-921.5762527198422,-0.07679802105998684,0,641,0,0,0,0,0,696,2,0
14832.016027916801,13440.084462309418,1391.9315656073832,0.1159942971339486,0,362,1,0,0,0,0,944,6,0
223165.9811122967,9261.352629577026,213904.62848271968,17.825385706893307,1,59,8,0,2,0,1,229,40,1
121456.1860180445,34823.515386071966,86632.67063197252,7.219389219331044,2,6,3,3,1,0,1,204,39,1
23786.524117520155,26149.12828967691,-2362.6041721567562,-0.19688368101306303,0,555,1,0,0,0,0,461,3,0
13815.262258757806,15432.929437536097,-1617.6671787782907,-0.13480559823152422,0,761,0,0,0,0,0,2166,1,0
27109.256613472317,26534.617228313702,574.6393851586145,0.04788661542988454,0,329,1,0,0,0,0,749,1,0
27012.152242098946,30044.9568430655,-3032.804600966556,-0.252733716747213,0,415,1,0,0,0,0,858,3,0
15767.647779953943,14701.61388946277,1066.0338904911732,0.0888361575409311,0,737,1,0,0,0,0,806,3,0
13437.9471813837,12531.048045896046,906.8991354876543,0.07557492795730453,0,580,2,0,0,0,0,1259,4,0
20895.295307130767,23648.6107165258,-2753.3154093950325,-0.22944295078291937,0,375,0,0,0,0,0,1674,1,0
11184.41160163255,10078.60838551067,1105.8032161218798,0.09215026801015665,0,286,0,1,0,0,0,1663,2,0
42613.6521352323,47393.7180365632,-4780.065901330898,-0.3983388251109081,1,252,1,0,0,0,0,2431,1,0
35817.89286659981,33214.72070765589,2603.1721589439185,0.21693101324532654,0,263,1,0,1,0,0,2329,4,0
98848.39989394358,21332.524600035315,77515.87529390826,6.459656274492355,2,67,6,2,1,0,0,173,15,1
154532.77069650486,27124.68290212003,127408.08779438483,10.61734064953207,2,57,4,1,3,1,0,125,23,1
18624.912138592183,21351.97889959916,-2727.066761006976,-0.22725556341724798,0,535,1,0,0,0,0,682,3,0
174964.77672045448,12755.147673351956,162209.62904710253,13.517469087258544,1,25,4,3,2,1,1,227,36,1
130159.19820994731,20289.607212402523,109869.59099754479,9.155799249795399,2,6,2,3,1,1,1,71,46,1
20940.772198929746,22582.13984589176,-1641.367646962015,-0.1367806372468346,0,304,1,0,0,0,0,2223,1,0
25153.78072172637,27800.816569578998,-2647.0358478526286,-0.22058632065438571,0,523,1,1,0,0,0,2192,5,0
46069.2928495751,41355.92176295548,4713.37108661962,0.3927809238849683,0,152,1,0,0,0,0,540,9,0
35655.49978036811,30878.554253641574,4776.945526726537,0.39807879389387807,0,329,0,0,0,0,0,195,4,0
22271.7480272742,24604.07359812742,-2332.3255708532197,-0.19436046423776832,0,415,2,0,0,0,0,1953,2,0
22149.139717201855,23641.756976955803,-1492.617259753948,-0.12438477164616234,0,460,1,1,0,0,0,475,4,0
24556.43572686749,20961.441040261027,3594.994686606464,0.29958289055053866,0,456,2,0,0,0,0,939,2,0
15049.139321996288,13990.593120846495,1058.546201149793,0.08821218342914941,1,783,0,0,0,0,0,1402,5,0
102273.11271261066,16015.547429064232,86257.56528354643,7.188130440295535,3,14,2,1,2,0,0,277,52,1
10579.399777190929,11635.802700126145,-1056.4029229352163,-0.08803357691126802,0,350,1,0,0,0,0,1448,3,0
14644.986832742472,14439.091490213057,205.89534252941485,0.01715794521078457,0,428,0,0,0,0,0,1534,4,0
61473.594445889765,52778.49557767941,8695.098868210356,0.724591572350863,0,375,1,0,0,0,0,758,2,0
19527.02175960173,17142.184919577707,2384.8368400240215,0.19873640333533513,0,416,0,0,0,0,0,772,1,0
41520.50046005103,39494.25267645381,2026.2477835972168,0.16885398196643472,0,775,0,0,0,0,0,1242,3,0
12771.71729157497,14121.752114956784,-1350.034823381813,-0.11250290194848443,0,194,1,0,0,0,0,718,5,0
34730.87383169675,32103.923325445063,2626.9505062516873,0.2189125421876406,0,239,1,0,1,0,0,1840,1,0
46346.15679697746,40386.50932218562,5959.64747479184,0.4966372895659867,0,641,1,0,0,0,0,277,1,0
21880.50225608123,20380.813613283368,1499.6886427978607,0.12497405356648839,0,377,2,0,0,0,0,1319,5,0
18929.489237929673,21691.67222360651,-2762.182985676838,-0.23018191547306985,0,479,1,0,0,0,0,1296,2,0
20771.284142741537,18981.946674413295,1789.3374683282418,0.14911145569402015,0,742,0,0,0,0,0,1776,11,0
83336.45010192954,28966.37968961807,54370.07041231147,4.530839201025956,2,60,3,2,3,0,1,114,25,1
22721.241145508953,25435.71960421919,-2714.4784587102367,-0.22620653822585307,0,346,1,0,0,0,0,1846,5,0
35680.73775389511,40872.38944001069,-5191.651686115576,-0.4326376405096313,0,351,1,0,0,0,0,1964,2,0
15792.012605671243,18145.4769069106,-2353.464301239357,-0.19612202510327975,0,151,0,0,0,0,0,1132,1,0
17359.813841906027,14801.540199935087,2558.27364197094,0.213189470164245,1,319,0,0,0,0,0,2313,1,0
22803.901028478198,23161.113201712105,-357.2121732339074,-0.029767681102825613,1,174,0,0,0,0,0,2363,5,0
12175.571989343407,11808.984324936955,366.58766440645195,0.030548972033870997,0,297,1,0,0,0,0,744,15,0
16973.57917766057,16067.76339655267,905.8157811079,0.07548464842565833,1,205,1,0,1,0,0,1200,2,0
21461.623198982412,23602.352344267783,-2140.7291452853715,-0.17839409544044763,0,778,2,0,0,0,0,879,1,0
121331.88066657647,14244.306749762613,107087.57391681385,8.923964493067821,3,15,6,0,2,0,0,260,31,1
26473.24912671049,23487.83601283336,2985.41311387713,0.24878442615642749,1,310,1,0,0,0,0,1120,13,0
147562.670578111,20557.10518970916,127005.56538840182,10.583797115700152,3,5,4,1,1,1,1,156,35,1
15642.353058280776,17619.84801310288,-1977.4949548221048,-0.1647912462351754,0,581,0,1,0,0,0,2229,4,0
32058.560036177583,29216.10056570145,2842.459470476133,0.23687162253967775,0,540,2,0,0,0,0,543,1,0
17098.903000580933,17890.89015133232,-791.987150751389,-0.06599892922928241,0,602,2,0,0,0,0,250,4,0
30437.17982144389,30973.009119833754,-535.8292983898646,-0.044652441532488714,0,275,2,0,0,0,0,184,2,0
141155.4921573131,12758.094322165618,128397.39783514748,10.699783152928957,2,39,5,0,4,1,1,278,51,1
135962.88047625325,20602.39235088006,115360.48812537319,9.613374010447766,1,64,2,1,4,0,0,52,43,1
29264.209653209662,30377.890943499337,-1113.6812902896745,-0.09280677419080621,0,705,0,0,1,0,0,1910,2,0
37871.49619030798,43192.04354218205,-5320.547351874069,-0.4433789459895058,0,628,2,0,0,0,0,359,1,0
16490.22276479798,14018.221614561027,2472.0011502369543,0.20600009585307952,0,727,1,0,0,0,0,1630,2,0
15178.05844560842,15701.292045095937,-523.2335994875175,-0.043602799957293124,0,476,1,0,0,0,0,228,5,0
19758.81338431044,20589.219385234494,-830.4060009240529,-0.06920050007700441,0,482,1,0,0,0,0,758,3,0
27017.00677442769,24294.0162666956,2722.990507732091,0.2269158756443409,0,176,1,0,0,0,0,2281,6,0
14995.052378698238,12812.50824062792,2182.544138070318,0.18187867817252648,0,337,4,0,0,0,0,861,2,0
15285.018707729485,13778.739714870697,1506.2789928587881,0.125523249404899,0,236,2,0,0,0,0,1513,2,0
17441.733535935135,17039.423021216,402.3105147191345,0.033525876226594545,0,771,0,0,0,0,0,2177,2,0
86754.82070161564,38161.72481016816,48593.095891447476,4.049424657620623,1,17,4,0,2,0,0,44,23,1
114901.53188789422,18043.9998267833,96857.53206111092,8.071461005092576,3,34,2,0,1,0,1,113,29,1
20348.10074890946,19960.392204374337,387.7085445351222,0.03230904537792685,1,456,0,1,0,0,0,1256,2,0
18967.826394684667,17549.815208785913,1418.0111858987548,0.11816759882489623,0,344,0,1,0,0,0,2079,1,0
34727.90613006389,33328.11622162993,1399.789908433966,0.11664915903616384,0,398,0,0,0,0,0,2156,2,0
104903.88223387151,20733.524389610167,84170.35784426134,7.014196487021778,3,70,1,2,3,0,1,36,57,1
11517.98113264615,10151.398803170547,1366.5823294756028,0.11388186078963357,1,693,1,0,0,0,0,1594,1,0
33571.6460664514,29727.599326484382,3844.0467399670197,0.320337228330585,0,148,1,0,0,0,0,1545,4,0
18452.673201977963,20096.316829738866,-1643.6436277609027,-0.13697030231340857,0,355,2,0,0,0,0,922,4,0
28766.30887259539,24519.063369952764,4247.245502642625,0.35393712522021875,0,468,0,0,0,0,0,732,4,0
24786.484203553697,28338.005932304295,-3551.5217287505984,-0.2959601440625499,0,460,0,0,0,0,0,2443,2,0
41498.07213504126,37527.48968933326,3970.5824457079943,0.3308818704756662,0,422,0,0,0,0,0,2334,1,0
13601.245542701066,13229.876469576318,371.36907312474796,0.030947422760395662,0,330,2,0,0,0,0,814,1,0
36371.856887118985,36421.79873347115,-49.94184635216516,-0.004161820529347097,0,240,0,0,0,0,0,807,5,0
155530.73208837444,32221.136742489245,123309.5953458852,10.2757996121571,3,43,4,1,3,0,0,140,53,1
15295.683274160301,15299.675233579368,-3.991959419066916,-0.000332663284922243,0,182,2,0,0,0,0,2487,8,0
24965.277244851077,25055.930077066678,-90.65283221560094,-0.007554402684633412,0,288,2,0,0,0,0,2410,2,0
26651.987685285345,26248.065872756506,403.9218125288389,0.033660151044069914,0,750,2,0,0,0,0,2322,2,0
26122.771122243103,27034.130268307053,-911.3591460639509,-0.07594659550532924,0,283,0,1,0,0,0,1542,3,0
21146.278845890927,19965.551245705657,1180.7276001852697,0.0983939666821058,0,580,1,0,0,0,0,1982,9,0
8855.340851865085,8444.621275586202,410.7195762788833,0.03422663135657361,0,776,0,0,0,0,0,2238,1,0
15303.8528161295,15998.955457889911,-695.1026417604116,-0.05792522014670097,0,483,1,0,0,0,0,2126,4,0
184511.28347369813,21466.916173671536,163044.36730002658,13.58703060833555,2,37,2,1,1,0,0,132,15,1
23168.3939752318,24880.070714733734,-1711.6767395019342,-0.14263972829182786,0,205,0,0,0,0,0,2104,1,0
14920.036306467424,16402.217918026003,-1482.1816115585789,-0.12351513429654824,0,626,0,0,0,0,0,828,5,0
53290.31353013885,54733.20256969063,-1442.889039551781,-0.12024075329598176,0,190,1,0,0,0,0,1899,1,0
150174.58277367882,11697.663878068426,138476.9188956104,11.539743241300867,3,45,6,2,3,0,1,91,21,1
21936.110950889066,22657.986043405454,-721.8750925163877,-0.06015625770969897,0,607,0,0,0,0,0,2419,12,0
21687.641081319383,23705.931018925618,-2018.2899376062342,-0.16819082813385286,0,277,0,0,0,0,0,2307,1,0
28820.85371711699,27668.023988467314,1152.8297286496745,0.09606914405413955,0,351,1,0,0,0,0,306,1,0
26656.576961012564,26429.323746738683,227.2532142738819,0.018937767856156824,1,234,0,0,0,0,0,2120,10,0
153833.5458835368,18492.505960875907,135341.0399226609,11.278419993555074,2,36,8,3,1,0,0,63,47,1
174764.39789041496,11812.69737104293,162951.700519372,13.579308376614334,1,44,3,1,1,0,1,40,53,1
44910.465653867795,46003.43908059975,-1092.973426731951,-0.09108111889432924,0,286,2,0,1,0,0,1517,1,0
20184.8315777015,22196.83269555005,-2012.0011178485474,-0.16766675982071227,0,669,1,0,0,0,0,1054,5,0
17196.9108638297,15516.490704151423,1680.4201596782768,0.14003501330652307,0,624,2,0,0,0,0,2038,1,0
18725.423127486167,17559.45915802994,1165.9639694562284,0.09716366412135237,0,286,1,0,0,0,0,905,3,0
10464.328794598778,9639.67949757406,824.6492970247182,0.06872077475205984,0,335,0,0,0,0,0,906,9,0
91517.29600076663,13066.357495570599,78450.93850519603,6.537578208766336,2,74,5,2,2,0,1,181,49,1
14545.286816178954,16547.304257548414,-2002.0174413694604,-0.16683478678078836,0,560,1,0,0,0,0,514,1,0
42275.947108699234,45502.142441148004,-3226.1953324487695,-0.26884961103739746,0,652,1,0,0,0,0,519,2,0
28676.595155274877,25355.31362707029,3321.2815282045885,0.2767734606837157,1,698,0,0,0,0,0,572,2,0
18933.37978508863,19458.703852244715,-525.3240671560852,-0.043777005596340436,0,513,0,0,0,0,0,523,5,0
15452.100235940892,13825.620391097162,1626.4798448437305,0.13553998707031087,0,574,0,0,0,0,0,1833,2,0
19262.0442608653,17082.004931452575,2180.0393294127243,0.18166994411772702,0,419,1,0,1,0,0,918,2,0
26589.994953817408,25413.09080832006,1176.9041454973485,0.09807534545811238,0,688,0,0,0,0,0,458,4,0
214752.1791497123,21959.457437039837,192792.72171267244,16.066060142722705,1,49,1,2,1,1,1,226,36,1
23405.287400562545,20535.627447060055,2869.6599535024907,0.23913832945854088,0,132,0,0,0,0,0,1343,1,0
12024.673278874043,13410.617176495316,-1385.9438976212732,-0.11549532480177277,0,604,1,0,0,0,0,614,2,0
22483.274640308646,23512.06574505608,-1028.7911047474336,-0.08573259206228613,0,642,0,0,0,0,0,214,3,0
51023.062133188956,45467.56423792327,5555.497895265689,0.46295815793880746,0,685,0,0,0,0,0,2076,1,0
11294.282636380847,10590.648753422807,703.63388295804,0.05863615691317,0,312,1,0,0,0,0,747,1,0
33007.22869836573,37395.503965334,-4388.275266968267,-0.3656896055806889,0,480,0,0,0,0,0,1604,2,0
97150.77350942997,23590.747064564217,73560.02644486575,6.130002203738813,1,68,6,2,4,0,1,148,27,1
18469.719656685465,15718.715037805487,2751.004618879979,0.2292503849066649,0,516,1,0,0,0,0,1549,2,0
28327.62863458639,32077.239521576645,-3749.6108869902564,-0.3124675739158547,0,403,1,0,0,0,0,216,5,0
20142.87200848881,22384.859999776698,-2241.9879912878896,-0.18683233260732413,0,580,3,0,0,0,0,913,3,0
31923.6005559825,34469.68938427203,-2546.088828289532,-0.21217406902412767,0,770,0,0,0,0,0,1021,6,0
26876.00488383541,30591.791903558562,-3715.787019723153,-0.30964891831026276,0,781,2,1,0,0,0,916,2,0
28413.242982328444,24683.573149974214,3729.6698323542296,0.31080581936285245,0,757,2,0,0,0,0,945,2,0
22835.675687122828,21649.273090513616,1186.4025966092122,0.09886688305076768,0,499,1,0,0,0,0,274,3,0
15353.016204918122,17282.795117098107,-1929.7789121799851,-0.1608149093483321,0,769,0,0,0,0,0,362,3,0
9764.905529394979,10468.08402732384,-703.1784979288605,-0.05859820816073837,0,588,1,0,0,0,0,1654,3,0
30419.28485461621,30157.996786327392,261.28806828881716,0.021774005690734764,0,244,0,0,0,0,0,1782,2,0
20094.23149594884,17683.03276797593,2411.198727972911,0.2009332273310759,0,668,1,0,0,0,0,2335,2,0
32419.590558520926,36623.774462545945,-4204.18390402502,-0.35034865866875164,0,495,0,0,0,0,0,1354,2,0
29102.275799636653,30369.075563911236,-1266.7997642745831,-0.10556664702288193,0,644,0,0,1,0,0,1305,2,0
23074.64517649852,25796.106106023162,-2721.460929524641,-0.22678841079372009,0,391,1,1,0,0,0,974,1,0
23614.256689000824,26591.574270747777,-2977.317581746953,-0.24810979847891274,0,470,1,0,0,0,0,1478,3,0
35926.65968831045,30695.32709999118,5231.33258831927,0.43594438235993915,1,642,0,0,0,0,0,305,2,0
24388.433084998782,24572.632505450627,-184.19942045184507,-0.015349951704320422,0,317,1,0,0,0,0,2399,1,0
15316.427578603103,14834.14636842611,482.2812101769923,0.040190100848082694,0,174,0,0,0,0,0,1459,8,0
22683.72809547569,24436.616582432565,-1752.8884869568756,-0.14607404057973963,1,241,2,0,0,0,0,1401,2,0
133455.75275121978,12216.256781941513,121239.49596927827,10.103291330773189,2,11,3,2,1,1,0,171,24,1
23221.754375576893,22888.01263876202,333.74173681487446,0.027811811401239537,0,140,0,0,0,0,0,2373,2,0
50765.06602678204,46033.98103039193,4731.084996390113,0.3942570830325094,1,798,0,0,0,0,0,1705,3,0
37402.80432226663,42771.490708184116,-5368.686385917485,-0.44739053215979036,0,764,0,0,0,0,0,401,5,0
30531.962474396227,31006.338157722952,-474.37568332672527,-0.03953130694389377,0,582,0,0,0,0,0,1885,1,0
20859.96494939878,19293.471682183033,1566.4932672157483,0.13054110560131235,0,668,2,0,0,0,0,690,1,0
37545.06258698581,41612.65986013672,-4067.59727315091,-0.3389664394292425,0,364,0,1,0,0,0,2318,3,0
18509.67222501656,16347.046718062038,2162.6255069545205,0.18021879224621004,0,335,0,0,0,0,0,579,11,0
25600.72839495163,29384.961142868327,-3784.232747916696,-0.315352728993058,0,127,1,0,0,0,0,720,2,0
14000.14979448015,14395.623328940306,-395.47353446015586,-0.032956127871679654,0,518,2,0,0,0,0,2153,5,0
17292.438663032008,17856.503223302116,-564.0645602701079,-0.047005380022508994,0,357,0,0,0,0,0,2123,6,0
141047.723606506,19249.232359479458,121798.49124702656,10.149874270585546,4,59,7,2,3,0,1,221,18,1
22876.785786239074,22780.726951319044,96.05883492002977,0.00800490291000248,0,355,2,0,0,0,0,1565,3,0
20978.740732702216,24094.415735684037,-3115.6750029818213,-0.25963958358181843,0,226,0,0,0,0,0,2416,8,0
28690.79225941751,31397.837092686885,-2707.044833269374,-0.2255870694391145,0,351,1,0,0,0,0,904,20,0
15713.51317137734,16239.279125678531,-525.7659543011905,-0.043813829525099206,0,352,1,0,1,0,0,785,8,0
20872.851599407673,19998.559574773593,874.29202463408,0.07285766871950666,1,780,0,1,0,0,0,626,10,0
33433.46331403473,29939.10442730931,3494.3588867254184,0.2911965738937849,0,652,2,0,0,0,0,1806,2,0
15614.02862423247,15852.514049476928,-238.48542524445838,-0.0198737854370382,0,404,0,0,0,0,0,573,1,0
23869.065052396403,23078.707920864286,790.3571315321169,0.06586309429434307,0,339,2,0,0,0,0,1319,1,0
29208.155939717195,29942.74052965124,-734.5845899340457,-0.061215382494503805,0,346,1,0,0,0,0,2158,3,0
16479.67230467518,18938.675698801697,-2459.0033941265174,-0.20491694951054312,0,649,1,0,0,0,0,1431,2,0
21468.358579563246,18822.9184940101,2645.4400855531458,0.22045334046276216,0,690,1,0,0,0,0,230,3,0
161892.76892476104,11891.7698618793,150000.99906288175,12.500083255240146,2,40,3,1,2,0,0,176,36,1
37455.88125885327,40942.6844987169,-3486.803239863635,-0.2905669366553029,0,209,0,0,0,0,0,1386,3,0
20867.293306185526,18633.43729474442,2233.856011441105,0.18615466762009206,0,508,2,0,0,0,0,2384,4,0
29125.53774999027,31843.139935754218,-2717.602185763946,-0.2264668488136622,1,213,2,0,0,0,0,1366,4,0
18544.125597862956,16748.513851776974,1795.6117460859823,0.14963431217383186,0,578,0,1,0,0,0,1384,3,0
31397.79274211249,31360.396974895044,37.39576721744743,0.0031163139347872857,0,768,0,0,0,0,0,972,5,0
35394.77725373214,40069.37461259588,-4674.597358863735,-0.38954977990531126,0,167,0,0,0,0,0,1593,3,0
26337.984215683035,25492.09591588737,845.8882997956644,0.0704906916496387,0,613,2,1,0,0,0,216,2,0
25434.32366157139,28572.246380283847,-3137.922718712456,-0.2614935598927047,0,742,0,1,0,0,0,2398,10,0
21422.369113717497,20245.929435261445,1176.4396784560522,0.09803663987133768,0,134,0,0,0,0,0,867,2,0
16784.9592677712,18481.9579054142,-1696.9986376430024,-0.14141655313691687,0,419,1,0,0,0,0,185,4,0
32254.066775868112,28429.620729031427,3824.446046836685,0.31870383723639045,0,544,0,0,0,0,0,2075,6,0
11661.617245636393,13134.081228617066,-1472.4639829806729,-0.12270533191505607,0,373,0,0,0,0,0,655,7,0
20446.53769287583,21997.629081401476,-1551.091388525645,-0.12925761571047042,0,247,0,0,1,0,0,297,4,0
139450.39820462037,19922.088976246076,119528.3092283743,9.960692435697858,2,48,2,2,1,0,0,183,34,1
102973.39462728256,16315.206641232802,86658.18798604976,7.221515665504146,2,12,3,2,2,1,0,40,25,1
18123.557223624535,17580.64142231256,542.9158013119741,0.0452429834426645,0,205,2,0,0,0,0,1489,8,0
28338.90727346725,27163.047891378068,1175.8593820891838,0.09798828184076532,0,552,0,0,0,0,0,351,5,0
108952.49381140839,19031.35976714959,89921.1340442588,7.493427837021566,1,38,6,2,1,0,1,281,16,1
83178.9845543218,20199.247862624215,62979.73669169758,5.2483113909747985,3,31,6,3,3,1,0,139,44,1
25406.761443348994,27652.415221680054,-2245.6537783310596,-0.18713781486092163,0,430,1,0,0,0,0,2395,1,0
12453.75368990776,12340.356121874338,113.39756803342243,0.009449797336118535,0,642,1,0,0,0,0,2193,9,0
14882.783528779571,13510.971933175475,1371.8115956040965,0.11431763296700805,0,462,0,0,0,0,0,1610,4,0
30055.80485844869,33088.224051080775,-3032.4191926320855,-0.2527015993860071,0,394,1,0,0,0,0,679,6,0
134183.90439335295,28600.39742511918,105583.50696823376,8.798625580686148,1,17,4,0,3,1,0,239,49,1
39751.97215159622,41473.98181814405,-1722.0096665478268,-0.14350080554565223,0,635,1,0,0,0,0,415,2,0
13445.60649201985,12805.066158110842,640.540333909008,0.053378361159084,0,590,2,1,0,0,0,380,1,0
13977.428321353653,14397.2708794804,-419.84255812674746,-0.03498687984389562,0,130,0,0,0,0,0,568,1,0
20286.99867621116,20526.952370915875,-239.95369470471633,-0.019996141225393026,0,232,1,0,0,0,0,1974,9,0
19680.625367492376,17917.909383429607,1762.7159840627683,0.14689299867189737,1,688,1,0,0,0,0,1413,1,0
18407.898070127205,16833.31135953516,1574.5867105920443,0.1312155592160037,0,238,0,0,0,0,0,2338,7,0
17165.17993387491,14899.269443634746,2265.910490240165,0.18882587418668043,0,628,4,0,0,0,0,554,5,0
28284.89807550721,24043.50190097482,4241.39617453239,0.35344968121103254,0,154,0,0,0,0,0,690,2,0
26433.5016951965,23289.216871923778,3144.284823272723,0.26202373527272693,0,562,0,0,0,0,0,325,2,0
30602.94834411336,32769.152351995515,-2166.2040078821556,-0.1805170006568463,0,571,1,0,0,0,0,2287,1,0
44875.31676950782,42249.230792284936,2626.085977222887,0.21884049810190723,0,403,0,0,0,0,0,217,3,0
14530.816505613537,12489.999993945616,2040.816511667921,0.17006804263899342,0,319,1,0,0,0,0,1389,4,0
100967.80263606485,11033.681741703182,89934.12089436167,7.4945100745301385,3,65,4,1,1,0,1,244,52,1
